software_string,type,cpe_part,vendor,product,cna_source,cpe_combined_score,vendor_similarity_score,product_similarity_score,vendor_simple_similarity,product_simple_similarity,vendor_product_count,vendor_vulnerability_count,product_vulnerability_count,recommender_level,recommender_order,recommender_type
Cisco:Unified Computing System,HARDWARE,h,cisco,telepresence_system_1300_65,"Cisco Systems, Inc.",0.9667,0.192943885,5.53E-05,1,0.573162826,30872,18241,0,PRODUCT,LOWEST,hardware
Cisco:Unified Computing System,HARDWARE,a,cisco,transport_gateway_installation_software,"Cisco Systems, Inc.",0.938,0.192943885,-0.007587332,1,0.572992419,30872,18241,0,PRODUCT,LOWEST,application
Oracle:Database Appliance,HARDWARE,a,oracle,communications_diameter_signaling_router,Oracle,0.9521,0.242596053,0.266052148,1,0.572972076,7570,4455,26,PRODUCT,LOWEST,application
Intel:Ultra Path Interconnect,HARDWARE,h,intel,pentium_gold_g5420t,CERT@VDE,0.9969,0.158412582,0.937528101,1,0.572946313,15747,16546,4,PRODUCT,LOWEST,hardware
Asus:EeeBook,HARDWARE,h,asus,zenfone_5q,UNKNOWN,1,0.136259778,0,1,0.572891899,851,161,0,PRODUCT,LOWEST,hardware
Asus:EeeBook,HARDWARE,h,asus,zenfone_ar,UNKNOWN,0.9972,0.136259778,0,1,0.572891899,851,161,0,PRODUCT,LOWEST,hardware
HP:Memory spot chip,HARDWARE,a,hp,performance_center,HP Inc.,0.9823,0.169687272,0.073868405,1,0.572891899,15008,2593,0,PRODUCT,LOWEST,application
Oracle:Exadata,HARDWARE,a,oracle,argus_safety,Oracle,0.9823,0.242596053,0,1,0.572891899,7570,4455,0,PRODUCT,LOWEST,application
HP:Networking Products,HARDWARE,a,hp,insight_management_agent,HP Inc.,0.9416,0.169687272,0.322698119,1,0.572855804,15008,2593,0,PRODUCT,LOWEST,application
HP:Integrated Lights-Out,HARDWARE,h,hp,2550c_network_printer,HP Inc.,0.9728,0.169687272,0.175065435,1,0.572363807,15008,2593,0,PRODUCT,LOWEST,hardware
HP:Integrated Lights-Out,HARDWARE,h,hp,2500c_network_printer,HP Inc.,0.9728,0.169687272,0.192625864,1,0.572363807,15008,2593,0,PRODUCT,LOWEST,hardware
HP:Integrated Lights-Out,HARDWARE,h,hp,2600c_network_printer,HP Inc.,0.9728,0.169687272,0.021911359,1,0.572363807,15008,2593,0,PRODUCT,LOWEST,hardware
Intel:System Development Kit,HARDWARE,h,intel,server_system_r1304wf0ysr,CERT@VDE,0.9234,0.158412582,0.052502373,1,0.572263384,15747,16546,22,PRODUCT,LOWEST,hardware
HP:Networking Products,HARDWARE,a,hp,systems_insight_manager,HP Inc.,0.9335,0.169687272,0.064402185,1,0.572129568,15008,2593,1,PRODUCT,LOWEST,application
Intel:Ultra Path Interconnect,HARDWARE,h,intel,82574l_controller,CERT@VDE,0.9965,0.158412582,0.077342702,1,0.572129568,15747,16546,0,PRODUCT,LOWEST,hardware
Adobe:Director,SOFTWARE,a,adobe,lightroom,Adobe Systems Incorporated,0.9684,0.316640541,0.282636869,1,0.572077554,3230,1297,2,PRODUCT,LOWEST,application
Adobe:Director,SOFTWARE,a,adobe,acrobat_3d,Adobe Systems Incorporated,0.9684,0.316640541,0.327227494,1,0.572077554,3230,1297,0,PRODUCT,LOWEST,application
Cisco:12000,HARDWARE,h,cisco,encs_5400,"Cisco Systems, Inc.",0.9997,0.192943885,0.351140065,1,0.572077554,30872,18241,1,PRODUCT,LOWEST,hardware
Cisco:Unified Computing System,HARDWARE,o,cisco,ons_15454_system_software,"Cisco Systems, Inc.",0.9681,0.192943885,0.033840403,1,0.572077554,30872,18241,0,PRODUCT,LOWEST,operatingsystem
Dell:monitors,HARDWARE,h,dell,xtremio_x1,Dell,0.9986,0.123337349,0,1,0.572077554,3952,1584,1,PRODUCT,LOWEST,hardware
Dell:monitors,HARDWARE,h,dell,xtremio_x2,Dell,0.9983,0.123337349,0,1,0.572077554,3952,1584,1,PRODUCT,LOWEST,hardware
Google:Chromebox,HARDWARE,a,google,monorail,Android (associated with Google Inc. or Open Handset Alliance),0.9866,0.23831154,0,1,0.572077554,7667,2718,0,PRODUCT,LOWEST,application
Apple:QuickTake,HARDWARE,a,apple,watchos,Adobe Systems Incorporated,0.9907,0.216040846,0,1,0.341881729,2386,2890,251,PRODUCT,MEDIUM,application
Google:Chromebox,HARDWARE,a,google,protobuf,Android (associated with Google Inc. or Open Handset Alliance),0.984,0.23831154,0,1,0.572077554,7667,2718,0,PRODUCT,LOWEST,application
Apple:FileWare,HARDWARE,a,apple,watchos,Adobe Systems Incorporated,0.9907,0.216040846,0,1,0.239045722,2386,2890,251,PRODUCT,MEDIUM,application
Google:Pixelbook,HARDWARE,a,google,monorail,Android (associated with Google Inc. or Open Handset Alliance),0.9983,0.23831154,0,1,0.572077554,7667,2718,0,PRODUCT,LOWEST,application
Google:Pixelbook,HARDWARE,a,google,protobuf,Android (associated with Google Inc. or Open Handset Alliance),0.9964,0.23831154,0,1,0.572077554,7667,2718,0,PRODUCT,LOWEST,application
HP:300,HARDWARE,h,hp,elitepad_1000_g2,HP Inc.,0.9991,0.169687272,0.086893513,1,0.572077554,15008,2593,0,PRODUCT,LOWEST,hardware
HP:300,HARDWARE,h,hp,envy_5000_m2u85a,HP Inc.,0.9968,0.169687272,-0.133751369,1,0.572077554,15008,2593,3,PRODUCT,LOWEST,hardware
HP:300,HARDWARE,h,hp,envy_5000_m2u85b,HP Inc.,0.9968,0.169687272,0.204710809,1,0.572077554,15008,2593,3,PRODUCT,LOWEST,hardware
HP:64000,HARDWARE,h,hp,z8z00a,HP Inc.,0.9679,0.169687272,0.100151042,1,0.572077554,15008,2593,0,PRODUCT,LOWEST,hardware
HP:Memory spot chip,HARDWARE,a,hp,solution_center,HP Inc.,0.9668,0.169687272,0.201209501,1,0.572077554,15008,2593,0,PRODUCT,LOWEST,application
IBM:Elastic Interface,HARDWARE,a,ibm,cloud_orchestrator,IBM Corporation,0.9324,-0.016085702,0.025824052,1,0.572077554,12815,2902,0,PRODUCT,LOWEST,application
Microsoft:RoundTable,HARDWARE,a,microsoft,photodraw,Microsoft Corporation,0.8496,0.050396025,0,1,0.572077554,5032,16642,0,PRODUCT,LOWEST,application
SAP:Cloud Platform,SOFTWARE,a,sap,process_monitoring_infrastructure,SAP SE,0.8182,-0.071146082,0.153773573,1,0.572056064,1970,851,0,PRODUCT,LOWEST,application
Microsoft:Mathematics,SOFTWARE,o,microsoft,windows,Microsoft Corporation,0.9902,0.050396025,0.448674235,1,0.161690417,5032,16642,699,PRODUCT,MEDIUM,operatingsystem
Intel:Display Power Saving Technology,HARDWARE,h,intel,server_system_r1208sposhor,CERT@VDE,0.9452,0.158412582,0.196036215,1,0.572034577,15747,16546,22,PRODUCT,LOWEST,hardware
Intel:Display Power Saving Technology,HARDWARE,h,intel,server_system_r1304sposhor,CERT@VDE,0.9451,0.158412582,0.07000737,1,0.572034577,15747,16546,22,PRODUCT,LOWEST,hardware
Intel:Ultra Path Interconnect,HARDWARE,h,intel,atom_e620t,CERT@VDE,0.9967,0.158412582,0.921039297,1,0.571739346,15747,16546,2,PRODUCT,LOWEST,hardware
Intel:Ultra Path Interconnect,HARDWARE,h,intel,atom_e680t,CERT@VDE,0.9967,0.158412582,0.939491815,1,0.571739346,15747,16546,2,PRODUCT,LOWEST,hardware
Intel:Ultra Path Interconnect,HARDWARE,h,intel,atom_e640t,CERT@VDE,0.9967,0.158412582,0.926494946,1,0.571739346,15747,16546,2,PRODUCT,LOWEST,hardware
Oracle:Coherence,SOFTWARE,a,oracle,berkeley_db,Oracle,0.9949,0.242596053,0.098989546,1,0.57166195,7570,4455,1,PRODUCT,LOWEST,application
Adobe:Director,SOFTWARE,a,adobe,adobe_air_sdk,Adobe Systems Incorporated,0.9838,0.316640541,-0.399644347,1,0.571547607,3230,1297,0,PRODUCT,LOWEST,application
Adobe:Premiere Pro,SOFTWARE,a,adobe,bridge,Adobe Systems Incorporated,0.9797,0.316640541,0.209765218,1,0.571547607,3230,1297,22,PRODUCT,LOWEST,application
Intel:Inboard 386,HARDWARE,h,intel,xeon_gold_6248r,CERT@VDE,0.9681,0.158412582,0,1,0.571547607,15747,16546,6,PRODUCT,LOWEST,hardware
Intel:Inboard 386,HARDWARE,h,intel,xeon_gold_6230r,CERT@VDE,0.9681,0.158412582,0,1,0.571547607,15747,16546,10,PRODUCT,LOWEST,hardware
Intel:Inboard 386,HARDWARE,h,intel,xeon_gold_6138f,CERT@VDE,0.9681,0.158412582,0.083956345,1,0.571547607,15747,16546,6,PRODUCT,LOWEST,hardware
Google:Pixelbook,HARDWARE,a,google,tensorflow,Android (associated with Google Inc. or Open Handset Alliance),0.9885,0.23831154,0,1,0.522232968,7667,2718,169,PRODUCT,MEDIUM,application
Intel:Inboard 386,HARDWARE,h,intel,xeon_gold_6258r,CERT@VDE,0.9681,0.158412582,0,1,0.571547607,15747,16546,6,PRODUCT,LOWEST,hardware
Dell:monitors,HARDWARE,h,dell,precision_7820,Dell,0.9978,0.123337349,0.420704914,1,0.571547607,3952,1584,2,PRODUCT,LOWEST,hardware
Dell:monitors,HARDWARE,h,dell,precision_7910,Dell,0.9978,0.123337349,-0.116766647,1,0.571547607,3952,1584,1,PRODUCT,LOWEST,hardware
Dell:monitors,HARDWARE,h,dell,precision_7810,Dell,0.9978,0.123337349,0.270412406,1,0.571547607,3952,1584,1,PRODUCT,LOWEST,hardware
Dell:monitors,HARDWARE,h,dell,precision_5810,Dell,0.9978,0.123337349,0.509389594,1,0.571547607,3952,1584,1,PRODUCT,LOWEST,hardware
Dell:monitors,HARDWARE,h,dell,precision_7530,Dell,0.9978,0.123337349,0.016255548,1,0.571547607,3952,1584,3,PRODUCT,LOWEST,hardware
Apache:POI,SOFTWARE,a,apache,myfaces,Apache Software Foundation,0.9939,0.133183993,0.001743389,1,0,9873,711,7,PRODUCT,LOWEST,application
Dell:monitors,HARDWARE,h,dell,precision_7540,Dell,0.9978,0.123337349,0.439677997,1,0.571547607,3952,1584,3,PRODUCT,LOWEST,hardware
Dell:monitors,HARDWARE,h,dell,precision_3510,Dell,0.9978,0.123337349,0.427935808,1,0.571547607,3952,1584,2,PRODUCT,LOWEST,hardware
Dell:monitors,HARDWARE,h,dell,precision_7510,Dell,0.9977,0.123337349,0.505740525,1,0.571547607,3952,1584,2,PRODUCT,LOWEST,hardware
Dell:monitors,HARDWARE,h,dell,precision_3540,Dell,0.9976,0.123337349,0.221416156,1,0.571547607,3952,1584,3,PRODUCT,LOWEST,hardware
Google:Chromecast,HARDWARE,o,google,android,Android (associated with Google Inc. or Open Handset Alliance),0.9856,0.23831154,-0.110539251,1,0.288675135,7667,2718,2199,PRODUCT,MEDIUM,operatingsystem
HP:Memory spot chip,HARDWARE,a,hp,image_zone_express,HP Inc.,0.9718,0.169687272,-0.171762924,1,0.571547607,15008,2593,0,PRODUCT,LOWEST,application
HP:Slate 7,HARDWARE,h,hp,pro_tablet_10_ee_g1,HP Inc.,0.9733,0.169687272,0.17768589,1,0.571547607,15008,2593,0,PRODUCT,LOWEST,hardware
Microsoft:Virtual Server,SOFTWARE,a,microsoft,exchange_server,Microsoft Corporation,0.9846,0.050396025,-0.041196363,1,0.709299366,5032,16642,116,PRODUCT,MEDIUM,application
Intel:Inboard 386,HARDWARE,h,intel,xeon_gold_6138p,CERT@VDE,0.9681,0.158412582,0.025121223,1,0.571547607,15747,16546,4,PRODUCT,LOWEST,hardware
IBM:Standard Modular System,HARDWARE,o,ibm,flex_system_x880_m4_firmware,IBM Corporation,0.8888,-0.016085702,-0.004426491,1,0.571463077,12815,2902,0,PRODUCT,LOWEST,operatingsystem
IBM:Standard Modular System,HARDWARE,o,ibm,flex_system_x480_m4_firmware,IBM Corporation,0.8888,-0.016085702,0.078403037,1,0.571463077,12815,2902,0,PRODUCT,LOWEST,operatingsystem
Microsoft:Windows Server 2008,SOFTWARE,a,microsoft,office_communications_server,Microsoft Corporation,0.8688,0.050396025,-0.000386028,1,0.571439594,5032,16642,0,PRODUCT,LOWEST,application
Microsoft:Windows Server 2008,SOFTWARE,a,microsoft,office_communications_server,Microsoft Corporation,0.8688,0.050396025,-0.000386028,1,0.571439594,5032,16642,0,PRODUCT,LOWEST,application
Oracle:VM VirtualBox,SOFTWARE,a,oracle,formsbuilder,Oracle,0.8153,0.242596053,-0.041617301,1,0.571428571,7570,4455,0,PRODUCT,LOWEST,application
Dell:FX100,HARDWARE,h,dell,w5300,Dell,0.9998,0.123337349,-0.527168792,1,0.571428571,3952,1584,0,PRODUCT,LOWEST,hardware
Intel:Active Management Technology,HARDWARE,o,intel,intel_core_i7-8700b_firmware,CERT@VDE,0.9168,0.158412582,0.12409734,1,0.57133758,15747,16546,0,PRODUCT,LOWEST,operatingsystem
IBM:Elastic Interface,HARDWARE,a,ibm,websphere_plugin,IBM Corporation,0.9551,-0.016085702,0.087237461,1,0.571040241,12815,2902,0,PRODUCT,LOWEST,application
Adobe:ColdFusion,SOFTWARE,a,adobe,livecycle_workflow,Adobe Systems Incorporated,0.9521,0.316640541,0.369167563,1,0.570323432,3230,1297,0,PRODUCT,LOWEST,application
IBM:Elastic Interface,HARDWARE,a,ibm,content_foundation,IBM Corporation,0.9391,-0.016085702,0.061671823,1,0.570265949,12815,2902,0,PRODUCT,LOWEST,application
Adobe:Media Encoder,SOFTWARE,a,adobe,acrobat_pdfwriter,Adobe Systems Incorporated,0.6995,0.316640541,-0.107794222,1,0.570087713,3230,1297,0,PRODUCT,LOWEST,application
IBM:Solid Logic Technology,HARDWARE,a,ibm,lotus_foundations_start,IBM Corporation,0.9023,-0.016085702,-0.086788346,1,0.569970447,12815,2902,0,PRODUCT,LOWEST,application
HP:Integrated Lights-Out,HARDWARE,h,hp,8800_firewall_processing_module,HP Inc.,0.9639,0.169687272,-0.03809274,1,0.569950941,15008,2593,0,PRODUCT,LOWEST,hardware
Cisco:Nexus switches,HARDWARE,h,cisco,ucs_6454_fabric_interconnect,"Cisco Systems, Inc.",0.9987,0.192943885,-0.261037752,1,0.569516117,30872,18241,0,PRODUCT,LOWEST,hardware
Cisco:Nexus switches,HARDWARE,h,cisco,ucs_6332_fabric_interconnect,"Cisco Systems, Inc.",0.9987,0.192943885,0.088456053,1,0.569516117,30872,18241,0,PRODUCT,LOWEST,hardware
HP:Integrated Lights-Out,HARDWARE,h,hp,h3c_processing_module,HP Inc.,0.9651,0.169687272,0.158105078,1,0.569494797,15008,2593,0,PRODUCT,LOWEST,hardware
HP:Utility Data Center,HARDWARE,h,hp,h3c_high_performance_main_processing_unit,HP Inc.,0.7118,0.169687272,0.189413196,1,0.569304086,15008,2593,0,PRODUCT,LOWEST,hardware
HP:Flexible Data Center,HARDWARE,a,hp,storageworks_solaris_host_agent_files,HP Inc.,0.9758,0.169687272,0.232597569,1,0.569275043,15008,2593,0,PRODUCT,LOWEST,application
Adobe:Premiere Pro,SOFTWARE,a,adobe,homesite,Adobe Systems Incorporated,0.9961,0.316640541,0.394291502,1,0.569209979,3230,1297,0,PRODUCT,LOWEST,application
Adobe:Premiere Pro,SOFTWARE,a,adobe,freehand,Adobe Systems Incorporated,0.9935,0.316640541,0.38439062,1,0.569209979,3230,1297,0,PRODUCT,LOWEST,application
Adobe:Premiere Pro,SOFTWARE,a,adobe,dispatcher,Adobe Systems Incorporated,0.9895,0.316640541,0.080199049,1,0.569209979,3230,1297,0,PRODUCT,LOWEST,application
HP:3000,HARDWARE,h,hp,xx_chao5000-ikbra,HP Inc.,0.9992,0.169687272,0.423849327,1,0.569209979,15008,2593,0,PRODUCT,LOWEST,hardware
HP:9000,HARDWARE,h,hp,xx_chao5000-ikbra,HP Inc.,0.9994,0.169687272,0.459421813,1,0.569209979,15008,2593,0,PRODUCT,LOWEST,hardware
Intel:Reader,HARDWARE,h,intel,d845bg_motherboard,CERT@VDE,0.9985,0.158412582,0.419869898,1,0.569209979,15747,16546,0,PRODUCT,LOWEST,hardware
Intel:Reader,HARDWARE,h,intel,d845hv_motherboard,CERT@VDE,0.9985,0.158412582,0.578426756,1,0.569209979,15747,16546,0,PRODUCT,LOWEST,hardware
Intel:Reader,HARDWARE,h,intel,d845pt_motherboard,CERT@VDE,0.9985,0.158412582,-0.009161358,1,0.569209979,15747,16546,0,PRODUCT,LOWEST,hardware
Dell:n Series,HARDWARE,h,dell,precision_m2300,Dell,0.9117,0.123337349,0.151997114,1,0.568535244,3952,1584,0,PRODUCT,LOWEST,hardware
Dell:n Series,HARDWARE,h,dell,precision_m2400,Dell,0.9117,0.123337349,0.013096226,1,0.568535244,3952,1584,0,PRODUCT,LOWEST,hardware
Dell:n Series,HARDWARE,h,dell,precision_m6300,Dell,0.9117,0.123337349,0.111285094,1,0.568535244,3952,1584,0,PRODUCT,LOWEST,hardware
Dell:n Series,HARDWARE,h,dell,precision_m6500,Dell,0.9117,0.123337349,0.121720467,1,0.568535244,3952,1584,0,PRODUCT,LOWEST,hardware
Dell:n Series,HARDWARE,h,dell,precision_m6400,Dell,0.9117,0.123337349,0.095165832,1,0.568535244,3952,1584,0,PRODUCT,LOWEST,hardware
Palo Alto:PA-350,HARDWARE,h,paloaltonetworks,pa-5050,"Palo Alto Networks, Inc.",0.8,0.13775296,0,0.858629663,0.848528137,661,207,0,PRODUCT,MEDIUM,hardware
Palo Alto:PA-350,HARDWARE,h,paloaltonetworks,pa-500,"Palo Alto Networks, Inc.",0.7478,0.13775296,0,0.858629663,0.845154255,661,207,0,PRODUCT,MEDIUM,hardware
Palo Alto:PA-350,HARDWARE,h,paloaltonetworks,pa-3050,"Palo Alto Networks, Inc.",0.6436,0.13775296,0,0.858629663,0.948683298,661,207,0,PRODUCT,HIGH,hardware
Palo Alto:PA-350,HARDWARE,h,paloaltonetworks,pa-3250,"Palo Alto Networks, Inc.",0.6225,0.13775296,0,0.858629663,0.912870929,661,207,0,PRODUCT,HIGH,hardware
Palo Alto:PA-350,HARDWARE,a,nba,sacramento_kings,UNKNOWN,0.6088,0.19868462,0,0.3086067,0.195180015,5,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,broadcom,brightstor_san_manager,UNKNOWN,0.5779,0.057029542,0,0.507092553,0.212132034,1187,63,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,h,broadcom,hardmac_wi-fi_soc,UNKNOWN,0.4843,0.057029542,0,0.507092553,0.2,1187,63,0,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,h,broadcom,bcm4358_wi-fi_chipset,UNKNOWN,0.4622,0.057029542,0,0.507092553,0.263117406,1187,63,0,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,h,broadcom,bcm4354_wi-fi_chipset,UNKNOWN,0.4622,0.057029542,0,0.507092553,0.253546276,1187,63,0,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,h,broadcom,bcm4359_wi-fi_chipset,UNKNOWN,0.4622,0.057029542,0,0.507092553,0.263117406,1187,63,0,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,a,mascov,csapp_-_colegio_san_agustin,UNKNOWN,0.5778,0.0793323,0,0.43643578,0.329690237,3,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,nconsulting,nc-cms,UNKNOWN,0.5738,0.091178096,0,0.324101862,0,7,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,ncsoft,nc_launcher2,UNKNOWN,0.5708,0.034339931,0,0.327326835,0.115470054,4,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,h,tibco,loglogic_st2035-san,TIBCO Software Inc.,0.5673,0.085675728,0,0.358568583,0.357770876,1109,92,0,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,h,tibco,loglogic_st2025-san,TIBCO Software Inc.,0.5673,0.085675728,0,0.358568583,0.25819889,1109,92,0,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,a,francisco_cifuentes,-,UNKNOWN,0.5578,-0.067078374,0,0.229174624,0,3,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,meafinancial,peoples_bank_tulsa,UNKNOWN,0.5558,0.080794431,0,0.455842306,0.350823208,63,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,h,onkyo,tx-nr585,UNKNOWN,0.5503,-0.224813068,0,0.404061018,0.298142397,10,2,1,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,h,onkyo,tx-nr686,UNKNOWN,0.5503,-0.224813068,0,0.404061018,0,10,2,0,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,o,altaware,palo_alto_networks_panos,UNKNOWN,0.5494,-0.027598579,0,0.642857143,0.319438282,37,0,0,VENDOR,REJECT,operatingsystem
Palo Alto:PA-350,HARDWARE,h,brother,nc-3100h,UNKNOWN,0.5461,0.153283779,0,0.267261242,0.447213595,109,6,0,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,a,loadbalancer,enterprise_va_max,UNKNOWN,0.5399,-0.483710017,0,0.717137166,0.268328157,4,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,jose_project,jose,UNKNOWN,0.5351,0,0,0.388922234,0,106,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,php_jose_project,php_jose,UNKNOWN,0.5238,-0.086790386,0,0.419313935,0.298142397,16,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,jose-php_project,jose-php,UNKNOWN,0.5238,0.031277134,0,0.419313935,0.298142397,15,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,python-jose_project,python-jose,UNKNOWN,0.5206,0.056412786,0,0.480015361,0.129099445,28,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,kelly_d._redding,-,UNKNOWN,0.5202,-0.247361153,0,0.222911285,0,8,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,kelly_d._redding,kelredd-pruview,UNKNOWN,0.5202,-0.247361153,0,0.222911285,0.091287093,8,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,h-fj,mt-phpincgi,UNKNOWN,0.5134,0.133767025,0,0,0.239045722,3,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,va-ts_project,va-ts,UNKNOWN,0.5121,0.062546907,0,0.518874522,0.223606798,7,1,1,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,gcspublishing,georgia_packing,UNKNOWN,0.5101,0.121210106,0,0.183941802,0.273861279,21,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,publicstuff,elk_grove_publicstuff,UNKNOWN,0.4997,-0.142730828,0,0.276026224,0.086066297,3,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,banco_de_costa_rica,-,UNKNOWN,0.4949,-0.321210927,0,0.53674504,0,3,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,banco_de_costa_rica,bcr_movil,UNKNOWN,0.468,-0.321210927,0,0.53674504,0,3,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,go-jose_project,go-jose,UNKNOWN,0.4915,0.084465924,0,0.44582257,0,31,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,h,galilmc,rio-47100_plc,UNKNOWN,0.4913,-0.207424521,0,0.534522484,0.372104204,3,0,0,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,a,ca,brightstor_san_manager,UNKNOWN,0.4811,0.003628709,0,0.377964473,0.212132034,973,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,brocade,san_health_professional,"Brocade Communications Systems, LLC",0.4794,-0.074290308,0,0.404061018,0.272797736,140,36,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,brocade,san_health_diagnostics_capture,"Brocade Communications Systems, LLC",0.4577,-0.074290308,0,0.404061018,0.286299167,140,36,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,h,ave,ts01,UNKNOWN,0.4793,0.080993978,0,0.3086067,0.223606798,44,39,3,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,h,ave,ts05,UNKNOWN,0.4793,0.080993978,0,0.3086067,0.447213595,44,39,3,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,a,ave,-,UNKNOWN,0.4793,0.080993978,0,0.3086067,0,44,39,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,ave,dominaplus,UNKNOWN,0.4793,0.080993978,0,0.3086067,0.282842712,44,39,3,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,h,ave,ts05n-v,UNKNOWN,0.4732,0.080993978,0,0.3086067,0.365148372,44,39,3,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,h,ave,ts04x-v,UNKNOWN,0.4732,0.080993978,0,0.3086067,0.182574186,44,39,3,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,h,ave,ts03x-v,UNKNOWN,0.4732,0.080993978,0,0.3086067,0.365148372,44,39,3,VENDOR,REJECT,hardware
Palo Alto:PA-350,HARDWARE,a,concursive,vermont_powder,UNKNOWN,0.4783,0.226525898,0,0.15430335,0.102597835,7,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,appstronautme,cleveland_football_stream,UNKNOWN,0.4777,-0.559091799,0,0.613139339,0.187867287,3,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,civitasmedia,mt._airy_news,UNKNOWN,0.4774,-0.139350041,0,0.298807152,0.141421356,7,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,civitasmedia,logan_banner,UNKNOWN,0.4703,-0.139350041,0,0.298807152,0.20519567,7,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,pedro_castro,-,UNKNOWN,0.4766,0.32071368,0,0.552052447,0,20,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,pedro_castro,gnome-subtitles,UNKNOWN,0.469,0.32071368,0,0.552052447,0,20,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,jjmatch,jj_texas_hold\'em_poker,UNKNOWN,0.4763,-0.07518324,0,0.267261242,0.169030851,3,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,bonitasoft,bonita_bpm_portal,UNKNOWN,0.476,-0.280640219,0,0.571428571,0.357770876,44,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,pd-admin,-,UNKNOWN,0.4749,0.080279973,0,0.267261242,0,3,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,pd-admin,pd-admin,UNKNOWN,0.4749,0.080279973,0,0.267261242,0.298142397,3,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,appearingbusiness,magic_balloonman_marty_boone,UNKNOWN,0.4744,0.223868046,0,0.279145263,0.221880078,3,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,kay_messerschmidt,-,UNKNOWN,0.474,-0.253705244,0,0.157242726,0,3,0,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,konghq,kong_gateway,UNKNOWN,0.4718,0.312342769,0,0.21821789,0.230940108,166,1,0,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,konghq,docker-kong,UNKNOWN,0.4647,0.312342769,0,0.21821789,0,166,1,1,VENDOR,REJECT,application
Palo Alto:PA-350,HARDWARE,a,kcodes,netusb.ko,UNKNOWN,0.4713,0.015232005,0,0.21821789,0,4,0,0,VENDOR,REJECT,application
